"player_id","age","pace","shooting","passing","dribbling","defending","physic"
"222514","27","72","69","62","71","47","68"
"244274","26","72","68","66","72","31","70"
"205363","31","51","35","56","58","72","74"
"222515","31","74","63","70","72","31","61"
"230451","28","73","66","69","73","58","75"
"244787","29","69","53","66","67","68","72"
"207924","32","72","57","70","70","65","74"
"256564","22","75","68","58","73","35","71"
"247093","25","71","63","69","68","68","74"
"223030","31","51","73","71","67","63","79"
"266039","21","76","55","62","69","67","76"
"212023","33","56","72","63","66","38","79"
"238391","26","80","40","58","70","70","76"
"240439","25","66","42","63","60","68","80"
"242999","25","58","69","73","73","58","57"
"247351","22","71","75","69","71","58","66"
"253239","26","76","45","61","64","66","70"
"262968","22","85","48","65","70","62","78"
"242489","27","90","73","68","71","36","60"
"251961","23","84","69","56","73","22","65"
"76602","23","81","69","66","71","44","59"
"233018","27","82","67","67","72","30","69"
"190778","33","70","73","74","70","51","71"
"245563","24","75","68","50","65","29","80"
"180283","35","54","62","74","65","63","76"
"225853","27","73","68","65","72","69","76"
"226877","29","70","69","70","72","60","65"
"232765","29","81","70","56","67","24","68"
"233790","29","73","41","56","58","71","74"
"215871","30","67","74","69","72","47","72"
"227903","25","75","68","59","66","46","73"
"256831","22","78","55","63","67","66","63"
"247360","22","76","42","60","67","70","75"
"258880","25","77","52","62","64","68","59"
"263745","23","68","65","71","72","62","69"
"205633","35","58","71","71","73","65","72"
"208449","31","50","48","61","61","71","73"
"209729","29","80","61","70","74","38","39"
"253249","27","66","63","65","67","69","78"
"268866","29","76","53","65","69","66","70"
"271682","23","67","70","55","66","22","72"
"232514","32","72","68","70","74","52","66"
"253250","24","79","66","65","70","45","61"
"228419","26","42","34","45","49","70","80"
"240963","31","77","69","57","67","37","78"
"242755","24","92","62","57","75","26","61"
"193091","34","47","40","53","57","73","73"
"190276","35","43","41","48","52","71","83"
"230470","28","77","71","66","75","43","63"
"255558","21","63","40","59","69","72","70"
"205895","33","67","66","67","69","68","74"
"213063","29","54","48","64","62","72","72"
"215368","32","75","56","66","67","64","75"
"231240","26","86","63","64","79","38","56"
"247368","23","71","48","64","65","68","71"
"251464","22","75","57","64","68","66","74"
"192840","34","33","71","55","61","32","81"
"265801","22","81","67","66","71","54","64"
"267593","21","72","71","52","70","28","72"
"275785","23","87","65","63","72","36","57"
"277065","20","85","53","64","70","64","69"
"213577","32","70","70","71","70","43","66"
"229705","26","60","38","62","67","72","73"
"238409","25","85","47","64","70","65","71"
"248137","24","65","29","47","55","70","75"
"242250","23","72","69","64","72","42","67"
"239179","30","69","40","58","61","70","79"
"230988","28","65","67","73","72","60","60"
"277069","23","83","59","68","76","48","57"
"276302","23","65","48","62","61","71","74"
"214606","31","66","62","63","68","65","71"
"223566","29","60","59","59","62","70","78"
"206159","31","70","39","60","63","67","67"
"252239","24","75","59","71","74","61","72"
"260943","22","83","68","63","71","43","67"
"196688","35","67","51","64","63","72","70"
"209744","35","67","52","69","69","69","67"
"277840","24","65","71","64","67","70","77"
"219216","30","85","72","67","73","35","65"
"225872","27","71","71","68","71","61","65"
"230480","24","56","62","68","75","36","61"
"170320","36","63","65","70","66","68","73"
"260432","25","62","62","65","66","69","73"
"241489","25","55","59","63","65","71","78"
"193361","33","65","70","72","74","66","66"
"259921","28","83","70","63","69","28","82"
"227154","36","71","70","63","70","24","77"
"199763","31","76","56","64","69","66","72"
"201299","31","75","71","61","72","33","65"
"231507","30","79","46","63","71","64","73"
"236883","26","79","65","68","75","65","73"
"242003","25","74","52","70","70","65","72"
"255827","25","68","27","49","50","70","79"
"262740","23","76","72","67","75","35","56"
"265556","26","51","51","55","60","71","73"
"207956","30","77","63","67","73","69","81"
"275028","21","77","40","66","73","63","60"
"201301","33","41","40","53","54","71","79"
"202325","32","51","46","70","71","67","66"
"248149","23","85","45","68","76","63","62"
"248661","24","61","44","61","67","70","74"
"256341","22","74","63","69","70","63","70"
"257877","23","79","70","54","70","25","66"
"213846","37","66","41","61","61","72","71"
"215638","28","39","35","52","50","71","81"
"221014","28","67","72","64","71","26","67"
"233814","25","66","29","50","49","71","79"
"241238","26","71","63","72","73","63","74"
"253271","27","70","66","67","73","42","70"
"234072","25","76","59","69","69","64","78"
"266585","24","70","72","54","66","28","78"
"205402","30","65","68","71","73","44","61"
"275291","19","67","66","67","72","69","64"
"241499","34","55","73","52","65","32","77"
"246107","22","68","64","73","72","48","49"
"253275","30","73","47","67","65","68","76"
"264284","25","65","31","43","55","71","77"
"253276","30","63","44","55","58","71","78"
"220509","29","69","46","64","66","68","65"
"225629","28","65","66","73","72","63","69"
"238941","29","67","57","68","66","70","72"
"251229","24","88","69","57","71","24","70"
"263518","23","75","42","56","62","68","79"
"272734","25","88","65","58","75","30","49"
"233822","26","72","45","57","58","73","70"
"253278","26","69","41","53","56","73","73"
"228959","30","52","33","45","37","73","73"
"231007","30","70","64","74","63","65","74"
"242271","24","57","71","71","71","63","77"
"244319","27","73","70","57","64","30","74"
"225632","27","88","67","62","67","41","74"
"233568","26","77","70","60","72","43","69"
"240992","28","68","70","73","73","66","67"
"247648","27","75","48","59","63","68","80"
"259680","22","67","60","68","71","66","75"
"221281","28","53","32","54","58","71","76"
"228961","29","78","59","69","72","66","70"
"269922","22","69","62","64","70","62","71"
"202851","33","73","73","66","76","33","53"
"242019","28","75","72","58","69","30","70"
"242531","22","80","58","64","75","68","74"
"245091","27","60","38","46","52","73","68"
"247395","24","49","35","53","60","71","77"
"262500","23","64","64","69","67","70","72"
"263268","21","81","64","63","77","43","55"
"271716","20","84","64","59","77","26","61"
"218212","30","72","70","65","70","35","69"
"222052","30","77","43","62","69","64","68"
"170084","37","70","72","71","69","36","73"
"191076","33","65","72","74","71","61","67"
"211557","30","66","31","60","62","72","74"
"220517","28","77","67","65","74","56","64"
"237669","25","72","67","67","73","54","63"
"250725","23","65","32","57","62","71","72"
"259173","24","68","30","52","54","72","67"
"211302","34","67","72","58","70","40","70"
"254822","28","89","60","64","71","67","75"
"276839","21","72","67","68","74","26","70"
"242279","26","59","62","70","71","68","71"
"243047","23","69","71","58","71","36","65"
"230248","24","71","38","62","65","68","68"
"254824","24","72","74","56","68","34","76"
"257896","22","75","46","60","69","69","70"
"265577","21","62","72","58","71","28","70"
"211561","35","66","70","54","66","27","73"
"223593","31","59","72","57","67","31","76"
"231786","30","74","72","64","69","19","66"
"264044","22","66","35","50","52","72","67"
"228716","31","66","53","65","65","69","65"
"253293","25","82","66","69","73","47","66"
"262510","22","66","54","71","72","66","66"
"269934","24","59","29","48","48","71","83"
"220782","28","54","62","67","67","70","74"
"242542","27","71","49","69","70","67","75"
"245870","22","90","62","60","77","26","59"
"253294","28","80","37","52","60","66","87"
"219759","32","78","63","69","74","64","67"
"240751","25","70","69","65","72","26","74"
"222832","30","74","65","74","73","62","67"
"243312","26","71","66","70","72","62","70"
"243568","30","71","29","44","47","69","84"
"182896","35","70","64","70","72","68","68"
"189296","35","68","70","67","72","28","71"
"266609","21","65","58","66","69","67","71"
"220785","30","66","73","57","69","34","78"
"230513","28","71","72","68","73","28","62"
"233329","31","51","40","58","62","71","79"
"235890","32","55","51","61","61","68","84"
"199027","30","59","41","60","62","71","74"
"266867","25","68","68","74","70","53","70"
"271219","25","89","67","65","72","46","66"
"223603","29","71","67","66","74","39","68"
"209780","27","69","72","71","72","68","65"
"213620","30","71","71","55","70","26","61"
"230516","24","38","77","51","62","27","73"
"239732","26","73","70","69","72","67","76"
"247156","25","83","54","65","70","65","71"
"194932","32","66","72","73","73","38","59"
"225653","28","82","72","63","71","35","74"
"262262","24","72","65","67","76","50","71"
"267894","19","64","62","64","67","68","76"
"189558","33","44","47","58","54","70","80"
"256118","24","66","48","63","66","69","73"
"266616","23","90","69","62","75","37","58"
"245368","25","78","73","61","71","23","62"
"253304","26","75","62","70","73","64","78"
"228729","31","58","40","58","58","71","75"
"229753","27","68","69","65","69","67","80"
"230521","32","82","63","60","73","25","63"
"225402","31","77","57","68","71","66","68"
"188538","33","37","27","52","53","71","77"
"211068","30","54","71","62","67","40","71"
"239740","25","78","67","67","75","34","46"
"208509","29","68","57","68","70","69","71"
"220029","29","55","69","72","73","48","59"
"226430","25","77","66","68","74","29","58"
"231550","34","83","59","65","69","67","72"
"241278","25","74","69","69","74","45","55"
"183422","36","53","67","68","68","69","70"
"260478","25","87","59","67","70","48","70"
"260734","24","79","62","68","72","53","68"
"212607","34","47","49","48","50","70","80"
"234111","24","56","71","75","70","60","64"
"253055","25","84","56","65","73","63","61"
"260479","20","70","55","72","70","58","62"
"237440","25","67","35","61","61","71","70"
"252544","23","74","62","71","72","67","67"
"268673","33","69","57","65","71","68","65"
"270465","19","71","65","69","75","31","51"
"216193","33","51","32","48","48","71","80"
"246145","24","86","65","63","75","39","58"
"190593","33","68","76","72","74","51","74"
"192129","35","67","69","69","69","50","71"
"258433","22","69","60","68","74","67","74"
"264066","21","69","30","48","61","70","76"
"201858","32","67","69","70","72","44","54"
"241538","26","76","58","62","68","68","72"
"278403","20","75","35","55","57","69","77"
"216451","32","56","65","76","73","65","62"
"239491","28","78","66","68","71","40","65"
"212100","27","78","49","64","71","69","67"
"225668","26","82","71","63","71","33","69"
"229764","27","80","70","67","73","62","69"
"164484","37","67","71","65","65","38","77"
"230278","28","82","63","71","73","38","54"
"247686","26","75","70","52","67","30","77"
"188038","35","61","52","62","57","69","76"
"198023","34","73","54","61","64","71","76"
"236935","25","77","68","67","73","37","68"
"241031","24","57","37","53","56","71","77"
"237704","24","73","72","66","73","52","67"
"248712","23","78","71","54","67","43","79"
"71305","19","81","35","66","68","66","64"
"274569","20","60","48","61","57","71","70"
"215689","29","47","71","67","68","35","78"
"231050","29","71","67","67","72","31","55"
"219787","34","67","42","59","55","72","74"
"245131","23","86","60","62","75","33","43"
"75148","18","69","25","53","52","72","73"
"213388","31","67","71","72","74","65","69"
"260492","22","85","64","63","73","36","65"
"271501","24","73","62","67","77","58","48"
"235661","24","65","56","68","70","67","68"
"237453","28","79","70","61","67","38","69"
"214414","31","58","60","61","64","70","70"
"226958","35","71","75","56","68","22","68"
"237198","28","90","64","63","72","45","54"
"210831","30","62","61","71","73","67","69"
"240783","24","81","70","59","70","33","68"
"259215","23","75","37","56","60","70","75"
"263056","25","82","68","65","73","41","65"
"263824","21","68","63","73","71","53","69"
"76945","23","72","71","58","66","30","75"
"232081","29","82","61","65","74","65","72"
"224403","30","76","63","66","69","57","71"
"72852","21","71","71","52","73","33","67"
"244628","28","78","66","63","71","38","69"
"190868","34","72","49","65","66","69","78"
"266389","23","69","67","77","72","28","70"
"201877","29","70","57","67","77","63","70"
"277909","18","78","71","66","76","45","54"
"228757","28","65","55","60","62","70","81"
"212886","29","62","69","71","72","68","75"
"259478","23","48","57","68","68","66","66"
"261014","34","70","69","66","71","20","72"
"276119","24","71","59","65","70","70","84"
"251287","24","74","61","70","73","66","64"
"266648","28","69","73","61","69","26","72"
"243608","24","86","59","70","72","61","67"
"200601","34","67","66","73","70","60","67"
"202905","31","78","70","60","67","41","80"
"203161","31","55","31","44","46","70","81"
"224921","27","73","48","63","66","69","72"
"248473","22","62","65","66","66","66","76"
"217242","30","71","69","68","72","62","67"
"253082","23","66","54","66","65","70","75"
"231835","29","47","73","64","64","39","79"
"251547","25","75","56","64","68","68","77"
"252315","24","84","54","64","67","65","75"
"262300","23","78","69","67","72","40","63"
"233372","28","84","65","68","74","41","53"
"233884","27","63","57","65","68","67","81"
"248732","22","71","70","66","73","35","70"
"258972","21","66","30","51","55","69","83"
"238749","25","35","30","44","51","70","83"
"230302","28","67","74","60","71","29","60"
"262815","31","76","52","67","70","66","71"
"264095","20","65","66","69","72","66","66"
"72863","21","62","38","54","49","72","75"
"276895","26","74","72","62","69","26","81"
"232607","31","61","36","47","52","70","77"
"234399","26","63","70","70","72","37","62"
"257439","30","71","71","77","73","42","66"
"240544","25","76","68","70","71","52","63"
"241824","25","61","25","49","57","71","79"
"205985","32","59","72","59","66","36","82"
"76449","21","71","31","54","57","70","64"
"223137","27","65","72","62","71","28","59"
"230817","27","54","64","70","72","63","62"
"234913","30","76","66","68","72","36","69"
"252577","23","76","41","61","66","71","71"
"72866","24","75","69","63","74","29","60"
"271266","18","78","50","62","66","66","69"
"215202","29","84","69","64","74","40","65"
"246947","26","61","56","66","68","70","67"
"182435","35","73","68","53","73","26","72"
"231588","27","74","45","59","68","68","63"
"235684","30","66","39","54","53","73","71"
"267685","28","72","69","66","71","44","71"
"271525","24","86","67","58","74","25","66"
"213413","30","72","69","69","72","47","69"
"221605","30","67","71","61","63","29","68"
"224933","31","80","71","62","71","37","68"
"225189","27","66","65","71","70","66","68"
"254373","29","65","69","64","67","69","78"
"262566","25","78","36","61","61","65","59"
"213414","30","58","32","44","44","72","77"
"223654","27","52","66","67","66","70","76"
"259750","21","63","69","55","68","34","77"
"201895","29","74","64","68","75","39","62"
"239015","26","83","70","63","74","40","68"
"246695","22","57","27","49","50","71","78"
"254887","28","72","68","67","71","68","75"
"230824","26","72","57","70","71","69","67"
"239016","26","77","57","72","68","64","72"
"242856","22","67","67","69","77","25","44"
"178088","36","38","66","77","75","35","34"
"277929","21","76","65","63","77","30","62"
"233897","32","88","67","61","69","37","74"
"244393","26","55","57","71","72","66","68"
"190633","34","68","56","62","61","71","75"
"225706","31","69","58","71","72","66","72"
"256938","23","73","70","69","73","29","69"
"258730","21","76","63","65","71","34","62"
"263851","21","72","66","73","74","55","64"
"278187","21","71","63","67","71","63","63"
"222123","31","78","40","55","61","69","80"
"230315","24","71","72","72","72","23","76"
"261035","22","83","67","65","73","36","66"
"230316","32","63","50","62","61","71","78"
"187052","34","47","63","69","65","69","71"
"216749","30","89","67","64","75","41","62"
"263854","21","85","40","60","73","65","62"
"216750","32","72","65","72","73","42","66"
"254638","24","88","65","65","69","62","72"
"228271","31","68","69","70","74","51","58"
"238767","24","76","66","70","73","64","63"
"240047","26","90","71","61","71","34","73"
"70832","28","65","55","63","67","68","78"
"270512","23","68","66","64","69","70","79"
"225456","30","68","70","58","70","29","69"
"246960","22","55","66","72","75","41","67"
"213937","30","62","72","79","71","44","61"
"244401","26","68","35","51","46","68","82"
"233139","27","68","72","61","67","36","79"
"236467","26","65","50","63","67","71","71"
"236723","27","81","51","68","72","69","62"
"172723","37","72","70","65","68","31","73"
"239795","30","81","70","64","69","28","80"
"214196","37","64","55","68","64","70","76"
"241588","26","56","67","73","69","62","60"
"270517","20","78","64","65","76","42","71"
"208053","30","74","67","71","74","44","61"
"213685","28","76","55","64","68","67","78"
"220085","28","69","75","68","74","29","59"
"266422","21","76","54","71","73","62","71"
"270518","21","82","45","60","66","68","62"
"275638","23","68","69","69","71","39","67"
"227766","29","54","39","51","45","71","78"
"216247","31","72","58","67","67","69","79"
"241591","27","88","65","61","73","41","65"
"251575","23","86","68","63","72","47","77"
"257975","24","76","67","69","73","27","65"
"268728","22","82","42","68","73","65","69"
"274616","18","75","69","62","74","31","74"
"262585","21","83","62","64","73","38","61"
"277689","19","74","73","55","70","25","73"
"229818","27","70","35","53","52","71","77"
"210619","30","60","66","72","74","64","70"
"214971","30","82","67","67","73","41","71"
"234683","25","68","70","60","72","23","70"
"257211","29","70","65","67","71","62","66"
"230332","28","61","77","76","73","36","70"
"247228","27","71","66","56","76","27","70"
"70845","20","74","63","70","73","62","64"
"262334","22","60","55","66","74","67","60"
"237502","26","92","70","67","73","39","69"
"207807","30","73","68","69","75","48","57"
"213439","32","53","67","70","72","61","65"
"230335","24","77","57","68","64","68","59"
"240319","25","75","59","68","76","56","70"
"252095","25","53","33","50","56","72","76"
"77760","18","80","67","63","74","39","72"
"231616","26","73","73","54","67","28","71"
"243392","23","92","66","63","72","38","52"
"250816","23","76","68","66","74","54","66"
"204737","32","83","69","68","72","59","69"
"253121","23","82","64","62","73","19","58"
"261313","22","84","54","65","66","63","73"
"71106","18","84","67","62","74","31","53"
"18115","38","52","51","58","56","73","75"
"248003","31","68","41","45","52","68","81"
"183491","34","47","39","58","55","71","75"
"230340","24","69","56","66","74","68","70"
"231108","26","77","49","62","64","66","80"
"251076","25","70","62","65","64","68","77"
"254148","22","78","67","67","73","32","63"
"267973","23","64","67","71","73","54","52"
"223685","32","61","71","56","67","29","73"
"232645","27","73","67","62","75","52","69"
"235717","26","70","64","71","75","55","69"
"239045","29","74","68","66","75","51","61"
"240837","29","68","69","73","71","62","72"
"256453","23","85","70","60","72","32","67"
"269510","30","74","72","65","70","45","76"
"206534","30","70","71","67","69","36","71"
"212934","32","74","68","69","73","33","60"
"239814","28","68","28","52","55","69","78"
"198599","32","82","58","63","70","64","68"
"272839","25","73","69","65","73","31","67"
"231111","30","55","38","59","50","72","76"
"237511","26","74","47","61","68","66","74"
"219848","29","70","46","63","67","71","73"
"235464","26","56","34","55","57","71","75"
"237000","26","86","36","57","67","67","82"
"237256","27","77","67","61","68","34","80"
"239048","30","79","64","67","72","38","56"
"246728","23","78","69","60","67","29","75"
"277193","21","82","33","63","71","66","64"
"258505","22","79","58","70","75","65","60"
"263882","22","82","64","64","76","57","71"
"244938","25","68","29","52","59","71","71"
"190666","33","55","40","49","56","73","68"
"256970","20","73","65","69","74","34","62"
"198347","35","61","74","64","69","30","68"
"263883","24","75","72","64","71","36","58"
"225995","28","79","51","67","68","65","75"
"233931","26","64","24","46","47","72","76"
"273100","25","81","68","62","71","25","61"
"277708","21","69","65","70","72","37","65"
"240332","24","77","71","63","76","32","54"
"209613","32","82","71","55","71","22","68"
"260813","25","69","69","70","71","69","65"
"262862","21","70","69","67","72","43","70"
"198350","30","71","67","69","72","46","70"
"275918","28","57","44","52","43","71","78"
"216270","29","70","66","71","71","65","73"
"225487","26","65","42","50","48","69","79"
"241103","24","50","45","61","65","71","74"
"220624","29","71","70","69","72","60","70"
"247248","24","66","36","52","59","71","76"
"182224","35","72","69","66","72","60","70"
"253136","24","63","51","64","62","72","70"
"270033","20","76","34","55","62","71","73"
"230865","31","63","50","45","54","72","75"
"258769","25","63","68","68","69","68","72"
"199890","30","80","61","65","70","64","71"
"209618","32","40","57","70","67","68","71"
"214226","30","56","46","64","66","70","73"
"227794","27","76","58","66","66","68","69"
"229842","28","72","76","59","66","28","71"
"244946","29","71","45","65","63","66","70"
"273875","20","81","56","66","71","66","69"
"225748","26","70","66","71","74","43","52"
"232148","27","75","71","68","71","35","70"
"244948","26","67","44","63","66","71","72"
"222165","26","74","67","70","74","35","52"
"210646","30","61","56","65","66","68","76"
"236758","25","72","69","69","74","44","69"
"271063","20","65","61","69","71","65","71"
"276695","20","60","56","71","68","68","72"
"230359","32","57","69","73","70","64","66"
"230871","29","68","72","58","68","30","69"
"253399","25","86","65","60","74","53","75"
"263640","19","73","66","68","73","54","61"
"204760","30","58","52","68","69","72","74"
"267481","25","59","74","52","61","28","76"
"271577","21","71","62","64","68","69","72"
"213209","28","74","67","71","71","64","76"
"262105","18","86","61","63","80","23","48"
"199386","33","73","70","68","71","45","72"
"230362","28","75","44","68","59","68","76"
"247258","26","74","65","67","74","66","70"
"229851","34","44","42","43","42","69","82"
"239323","27","74","71","50","69","29","68"
"240859","24","60","38","51","53","72","75"
"247771","24","66","63","69","71","66","71"
"76508","27","82","65","67","71","42","56"
"273884","19","82","45","64","70","66","74"
"222428","27","58","36","50","53","72","76"
"261084","24","78","72","60","68","33","60"
"263133","21","84","63","64","73","41","61"
"266461","24","77","47","66","67","65","69"
"241117","28","75","68","70","71","49","68"
"246237","23","71","70","64","73","32","67"
"263390","20","60","40","67","68","71","75"
"201438","31","39","62","71","68","69","70"
"212446","30","78","67","69","73","55","54"
"220638","32","55","59","61","65","70","77"
"225502","27","84","57","60","66","67","81"
"231390","27","82","70","72","74","62","69"
"216799","30","78","54","70","68","63","77"
"221919","29","69","70","72","73","35","57"
"231391","27","70","69","72","74","33","48"
"240351","27","68","56","68","72","69","73"
"264160","25","57","59","68","68","66","57"
"199904","31","68","71","69","72","47","69"
"202464","30","68","63","71","73","64","68"
"277216","22","79","70","56","70","28","72"
"212192","29","69","68","70","74","46","64"
"230368","28","72","52","66","66","69","63"
"251617","22","71","61","69","74","60","70"
"244706","33","67","69","51","65","42","85"
"252386","23","63","72","52","70","27","77"
"243684","23","69","63","70","71","67","76"
"258276","27","74","51","70","67","65","68"
"258788","25","79","68","63","75","27","41"
"199909","36","71","72","66","72","30","67"
"270821","18","77","70","76","75","22","69"
"223717","28","71","66","69","71","72","73"
"233957","26","56","54","62","64","72","67"
"239845","26","74","69","68","71","69","71"
"257253","23","61","49","51","54","70","80"
"203751","31","67","46","64","67","68","70"
"252903","23","66","60","71","76","37","47"
"262119","25","72","45","46","41","71","81"
"257000","23","60","36","55","62","73","67"
"238570","26","70","68","67","72","25","69"
"226539","30","68","63","70","75","44","61"
"227819","30","72","67","76","73","40","71"
"185068","34","74","71","69","73","50","76"
"204269","32","71","66","69","75","30","71"
"73453","22","79","40","63","73","65","59"
"208621","33","82","69","68","70","53","73"
"231150","30","72","60","71","73","56","67"
"238062","25","48","52","63","70","69","69"
"247022","25","75","70","59","74","38","67"
"199151","31","84","65","66","73","29","55"
"225775","26","75","35","55","66","69","72"
"230383","28","48","45","56","48","73","67"
"231664","32","72","68","69","75","37","70"
"236784","24","83","66","64","73","34","72"
"200689","32","71","63","65","66","67","77"
"236529","25","66","63","72","75","66","71"
"247025","20","79","65","66","76","53","60"
"251633","24","81","64","65","72","44","66"
"212722","30","85","50","60","65","66","73"
"225266","26","74","61","71","73","64","66"
"199667","33","55","50","66","63","69","74"
"245491","25","78","55","61","68","67","70"
"190195","34","71","69","67","69","49","70"
"271092","22","90","65","64","73","38","67"
"150516","39","49","77","73","70","36","68"
"220148","29","73","69","57","65","32","73"
"234740","27","69","68","68","76","63","62"
"248820","24","70","46","67","75","68","56"
"189172","34","70","68","71","70","54","62"
"222709","35","62","65","66","70","67","80"
"263670","23","69","33","48","51","72","72"
"199158","32","55","65","64","66","68","77"
"269302","28","74","43","63","66","65","69"
"212214","32","81","62","69","72","58","71"
"278262","20","70","51","63","66","70","59"
"214006","32","80","68","71","71","62","65"
"233974","28","61","73","69","70","15","73"
"233207","30","79","59","60","70","64","67"
"198904","32","52","30","47","49","71","78"
"193272","31","70","72","65","72","51","70"
"202489","30","72","69","68","71","68","70"
"233977","24","71","70","74","69","34","72"
"257785","24","54","67","66","66","65","75"
"262906","23","65","46","65","64","68","73"
"73466","28","60","29","45","48","70","76"
"217338","28","80","65","69","71","50","63"
"235002","31","50","31","47","48","70","73"
"188154","33","60","65","74","73","63","64"
"227835","27","77","65","70","74","59","62"
"262396","24","53","46","60","59","71","78"
"220156","30","57","73","52","65","28","76"
"221692","27","66","69","60","67","42","83"
"229628","30","43","53","66","56","68","86"
"258812","24","52","37","49","55","73","72"
"266237","18","69","61","71","74","44","49"
"204542","34","63","68","74","71","67","72"
"272894","20","60","57","67","72","65","59"
"230398","28","40","43","43","49","70","72"
"266751","23","66","54","63","74","62","76"
"219391","31","60","68","70","69","72","75"
"231423","27","64","65","68","73","68","69"
"253951","26","61","36","48","51","69","81"
"255487","31","74","66","68","72","64","73"
"264194","20","81","54","67","74","62","69"
"225282","28","70","66","58","72","47","70"
"235266","24","73","68","67","71","24","66"
"235522","28","71","60","70","72","63","67"
"245762","24","77","73","63","71","42","70"
"259074","21","60","32","48","51","68","77"
"262403","26","55","67","74","68","64","65"
"236803","27","91","65","57","73","21","65"
"251651","23","70","69","59","67","34","74"
"252675","28","81","49","46","48","69","82"
"231428","29","68","70","68","71","68","70"
"268805","24","69","51","65","67","67","74"
"229637","29","70","66","66","74","48","70"
"185349","36","70","60","65","71","68","72"
"201990","32","69","47","64","66","68","75"
"203782","32","76","62","68","73","44","64"
"270854","22","69","47","62","65","66","66"
"228614","29","93","64","62","67","56","59"
"254470","23","75","42","63","67","66","68"
"267784","21","87","61","64","69","36","58"
"274952","19","74","62","66","71","69","70"
"217096","29","71","66","74","72","44","68"
"252168","27","64","44","57","53","69","78"
"206601","31","67","41","59","58","71","72"
"224265","27","56","57","66","68","67","67"
"238857","29","83","58","64","71","66","67"
"230410","28","77","64","65","72","34","53"
"215051","34","59","51","49","56","71","72"
"236555","28","63","72","59","68","25","66"
"229900","27","73","65","65","69","69","72"
"231436","26","82","63","66","72","27","58"
"254220","26","85","70","61","71","25","69"
"256780","22","60","36","68","62","70","73"
"276493","22","69","36","49","50","69","77"
"215053","33","36","39","60","53","69","72"
"223501","28","74","55","61","64","66","72"
"216334","29","52","70","70","68","66","67"
"236046","27","69","68","64","70","29","69"
"238862","30","49","37","46","50","70","75"
"258574","27","72","44","57","62","66","70"
"272911","21","72","62","68","68","55","56"
"233231","28","68","72","58","66","26","63"
"233999","24","64","68","69","75","54","68"
"237840","25","72","59","68","72","61","76"
"245264","23","80","68","54","66","25","68"
"261648","31","70","71","74","70","45","66"
"264209","20","69","48","65","66","67","71"
"221201","30","74","57","68","71","65","69"
"231697","24","71","29","58","61","68","73"
"240657","24","72","67","67","75","37","69"
"260369","22","71","60","66","70","69","74"
"208146","31","74","44","52","54","72","70"
"239378","26","61","70","57","67","29","71"
"70419","26","70","65","67","69","67","82"
"246803","27","82","57","65","70","66","75"
"274452","22","61","67","75","71","39","55"
"237332","30","84","71","62","70","39","71"
"247060","25","59","49","60","61","67","77"
"211221","31","89","72","67","74","41","58"
"192789","33","64","65","64","67","71","72"
"246550","24","70","33","65","66","67","78"
"251926","22","71","55","64","69","67","71"
"189462","34","73","66","68","73","57","65"
"226583","33","56","39","57","59","68","80"
"199960","32","72","66","69","72","39","52"
"279064","23","78","48","64","71","62","64"
"226584","27","79","63","69","73","35","51"
"228120","27","81","52","68","70","65","72"
"228888","26","69","35","51","57","69","80"
"230936","29","67","54","70","73","68","64"
"230169","28","69","73","58","74","37","63"
"232729","33","74","70","58","66","42","74"
"251161","25","77","50","64","67","64","72"
"186905","34","45","71","68","69","46","78"
"262938","21","71","30","55","56","69","76"
"274970","24","70","47","65","66","68","61"
"213530","30","57","54","65","66","66","77"
"239898","27","69","68","68","72","44","69"
"246298","25","39","48","59","59","71","78"
"264731","19","65","40","56","59","70","75"
"221467","30","68","67","68","68","61","76"
"186651","36","74","68","71","71","64","63"
"269084","19","69","62","68","72","46","53"
"270109","21","76","67","67","74","61","68"
"278813","18","75","70","50","67","30","78"
"216349","28","63","61","71","76","44","42"
"266270","21","73","63","67","72","50","60"
"220702","30","62","55","66","66","69","77"
"230686","26","63","66","69","71","71","68"
"240926","27","49","30","49","50","70","74"
"245278","23","74","47","61","74","66","67"
"208159","29","60","71","61","60","41","86"
"261663","26","51","29","47","59","70","78"
"264736","22","69","37","52","60","69","77"
"226592","28","71","65","68","69","63","62"
"238880","26","52","27","43","41","73","72"
"247072","34","71","67","59","75","49","68"
"252704","25","81","54","66","69","63","65"
"253472","22","82","53","62","66","64","73"
"219681","30","67","60","65","68","69","68"
"240673","25","81","68","65","72","47","73"
"241953","24","72","61","69","72","65","69"
"244001","25","72","67","66","73","50","66"
"252193","24","79","69","66","70","38","67"
"274722","23","84","52","63","69","61","67"
"229154","30","65","70","60","69","31","65"
"255266","21","71","68","66","72","30","69"
"271395","28","64","70","54","64","29","76"
"206115","29","51","57","62","66","70","75"
"213795","29","84","48","61","62","66","68"
"215331","33","57","58","65","66","68","79"
"237091","29","79","66","65","73","48","60"
"255523","25","83","50","61","72","64","71"
"259107","24","71","70","57","69","38","71"
"215332","33","76","66","68","68","52","76"
"245540","26","72","36","49","50","71","79"
"264229","24","75","70","51","67","23","57"
"266789","21","77","46","63","70","65","76"
"202789","32","72","62","63","73","37","70"
"268581","21","66","68","68","70","48","51"
"239397","27","82","67","63","72","38","69"
"241445","27","77","33","64","64","63","69"
"244517","33","64","62","70","70","62","72"
"246053","22","75","70","66","75","34","70"
